protocol,networks,callHandlers,ipfs,blockHandlers,dynamicContracts,contractCalls
"  - swell-liquid-staking-ethereum",1,false,false,false,false,false
"  - symbiotic-ethereum",1,false,false,false,false,false
"  - tectonic-cronos",1,false,false,false,false,false
"  - tenderize-v2-arbitrum",1,false,false,false,false,false
"  - tenderize-v2-ethereum",1,false,false,false,false,false
"  - tensorplex-ethereum",1,false,false,false,false,false
"  - tether-gold-ethereum",1,false,false,false,false,false
"  - the-graph-arbitrum",1,false,false,false,false,false
"  - the-graph-ethereum",1,false,false,false,false,false
"  - threshold-governance-ethereum",1,false,false,false,false,false
"  - tokemak-ethereum",1,false,false,false,false,false
"  - tornado-cash-classic-bsc",1,false,false,false,false,false
"  - tornado-cash-classic-ethereum",1,false,false,false,false,false
"  - trader-joe-avalanche",1,false,false,false,false,false
"  - trisolaris-aurora",1,false,false,false,false,false
"  - truefi-ethereum",1,false,false,false,false,false
"  - truefi-governance-ethereum",1,false,false,false,false,false
"  - ubeswap-celo",1,false,false,false,false,false
"  - umami-finance-arbitrum",1,false,false,false,false,false
"  - uniswap-governance-ethereum",1,false,false,false,false,false
"  - uniswap-governance-v1-ethereum",1,false,false,false,false,false
"  - uniswap-governance-v2-ethereum",1,false,false,false,false,false
"  - uniswap-v2-ethereum",1,false,false,false,false,false
"  - uniswap-v2-swap-ethereum",1,false,false,false,false,false
"  - uniswap-v3-arbitrum",1,false,false,false,false,false
"  - uniswap-v3-base",1,false,false,false,false,false
"  - uniswap-v3-bsc",1,false,false,false,false,false
"  - uniswap-v3-celo",1,false,false,false,false,false
"  - uniswap-v3-ethereum",1,false,false,false,false,false
"  - uniswap-v3-optimism",1,false,false,false,false,false
"  - uniswap-v3-polygon",1,false,false,false,false,false
"  - uniswap-v3-swap-base",1,false,false,false,false,false
"  - uniswap-v3-swap-optimism",1,false,false,false,false,false
"  - unlock-governance-ethereum",1,false,false,false,false,false
"  - unslashed-governance-ethereum",1,false,false,false,false,false
"  - usual-ethereum",1,false,false,false,false,false
"  - uwu-lend-ethereum",1,false,false,false,false,false
"  - vaultka-arbitrum",1,false,false,false,false,false
"  - velodrome-finance-v1-optimism",1,false,false,false,false,false
"  - velodrome-finance-v2-optimism",1,false,false,false,false,false
"  - venus-protocol-bsc",1,false,false,false,false,false
"  - vesper-finance-ethereum",1,false,false,false,false,false
"  - vesta-finance-arbitrum",1,false,false,false,false,false
"  - vvs-finance-cronos",1,false,false,false,false,false
"  - x2y2-ethereum",1,false,false,false,false,false
"  - yearn-v2-arbitrum",1,false,false,false,false,false
"  - yearn-v2-ethereum",1,false,false,false,false,false
"  - yearn-v2-fantom",1,false,false,false,false,false
"  - yeti-finance-avalanche",1,false,false,false,false,false
"  - yieldnest-bsc",1,false,false,false,false,false
"  - yieldnest-ethereum",1,false,false,false,false,false
"  - yieldyak-staked-avax-avalanche",1,false,false,false,false,false
"  - zerolend-blast",1,false,false,false,false,false
"  - zerolend-ethereum",1,false,false,false,false,false
"  - zerolend-linea",1,false,false,false,false,false
"  - zerolend-xlayer",1,false,false,false,false,false
"  - zerolend-zksync-era",1,false,false,false,false,false
"  - zircuit-staking-ethereum",1,false,false,false,false,false
"- aave-forks",0,false,false,false,true,false
"- aave-governance",0,false,true,false,false,false
"- abracadabra",0,false,false,false,true,false
"- arrakis-finance",0,false,false,false,true,false
"- aura-finance",0,false,false,false,true,false
"- axelar",0,true,false,false,false,false
"- badgerdao",0,true,false,false,true,false
"- balancer-forks",0,false,false,false,true,false
"- bancor-v3",0,false,false,false,true,false
"- bedrock-unieth",0,true,false,false,false,false
"- belt-finance",0,false,false,false,true,false
"- cbridge",0,true,false,false,false,false
"- chainlink-staking",0,false,false,false,true,false
"- compound-forks",0,false,false,false,true,false
"- compound-v3",0,false,false,false,true,false
"- convex-finance",0,true,false,false,true,false
"- cronos-dummy",0,false,false,true,false,false
"- curve-finance",0,false,false,false,true,false
"- ellipsis-finance",0,false,false,false,true,false
"- erc20",0,false,true,false,true,false
"- erc721-metadata",0,false,true,false,false,false
"- etherfi",0,true,false,false,true,false
"- gamma-strategies",0,false,false,false,true,false
"- gmx-forks",0,false,false,false,true,false
"- goldfinch",0,false,false,false,true,false
"- inverse-finance",0,false,false,false,true,false
"- karak",0,false,false,false,true,false
"- kwenta",0,false,false,false,true,false
"- maker-governance",0,true,false,false,true,false
"- makerdao",0,false,false,false,true,false
"- maple-finance-v1",0,true,false,false,true,false
"- maple-finance-v2",0,false,false,false,true,false
"- morpho",0,false,false,false,true,false
"- morpho-blue",0,true,false,false,true,false
"- multichain",0,false,false,false,true,false
"- network",0,false,false,true,false,false
"- nexus-mutual",0,false,false,false,true,false
"- opensea",0,true,false,false,false,false
"- optimism-bridge-v2",0,false,false,false,true,false
"- opyn-gamma",0,false,false,false,true,false
"- platypus-finance",0,false,false,false,true,false
"- portal",0,true,false,false,false,false
"- puffer-finance",0,true,false,false,false,false
"- qidao",0,false,false,false,true,false
"- ribbon-finance",0,false,false,false,true,false
"- ring-few",0,false,false,false,true,false
"- rocket-pool",0,true,false,false,true,false
"- saddle-finance",0,false,false,false,true,false
"- stakedao",0,true,false,false,true,false
"- stakestone",0,true,false,false,false,false
"- stakewise-v2",0,false,false,false,true,false
"- stargate",0,false,false,false,true,false
"- suzaku",0,false,false,false,true,false
"- symbiotic",0,false,false,false,true,false
"- tenderize-v2",0,false,false,false,true,false
"- tokemak",0,true,false,false,true,false
"- truefi",0,true,false,false,true,false
"- uniswap-forks",0,true,false,false,true,false
"- uniswap-forks-swap",0,false,false,false,true,false
"- uniswap-v3-forks",0,false,false,false,true,false
"- uniswap-v3-forks-swap",0,false,false,false,true,false
"- velodrome-finance",0,false,false,false,true,false
"- vesper-finance",0,false,false,false,true,false
"- vesta-finance",0,false,false,false,true,false
"- yearn-v2",0,true,false,false,true,false
"> find-block-handlers",0,false,false,true,false,false
"> find-call-handlers",0,true,false,false,false,false
"> find-contract-calls",0,false,false,false,false,true
"> find-dynamic-contracts",0,false,false,false,true,false
"> find-ipfs-integrations",0,false,true,false,false,false
"> ts-node scripts/find-block-handlers.ts",0,false,false,true,false,false
"> ts-node scripts/find-call-handlers.ts",0,true,false,false,false,false
"> ts-node scripts/find-contract-calls.ts",0,false,false,false,false,true
"> ts-node scripts/find-dynamic-contracts.ts",0,false,false,false,true,false
"> ts-node scripts/find-ipfs-integrations.ts",0,false,true,false,false,false
"aave-forks",1,false,false,false,true,true
"aave-forks (35 networks):",1,false,false,false,false,false
"aave-governance",0,false,true,false,false,true
"aave-governance (2 networks):",1,false,false,false,false,false
"abracadabra",0,false,false,false,true,true
"abracadabra (5 networks):",1,false,false,false,false,false
"across-v2",0,false,false,false,false,true
"across-v2 (5 networks):",1,false,false,false,false,false
"affine-restaking",0,false,false,false,false,true
"affine-restaking (2 networks):",1,false,false,false,false,false
"alpaca-finance-lending",0,false,false,false,false,true
"alpaca-finance-lending (2 networks):",1,false,false,false,false,false
"amphor",0,false,false,false,false,true
"amphor (1 networks):",1,false,false,false,false,false
"anzen-v2",0,false,false,false,false,true
"anzen-v2 (4 networks):",1,false,false,false,false,false
"aqua-patina",0,false,false,false,false,true
"aqua-patina (1 networks):",1,false,false,false,false,false
"arbitrum-one-bridge",0,false,false,false,false,true
"arbitrum-one-bridge (2 networks):",1,false,false,false,false,false
"arrakis-finance",0,false,false,false,true,true
"arrakis-finance (3 networks):",1,false,false,false,false,false
"aspida",0,false,false,false,false,true
"aspida (1 networks):",1,false,false,false,false,false
"aura-finance",0,false,false,false,true,true
"aura-finance (1 networks):",1,false,false,false,false,false
"aurus",0,false,false,false,false,true
"aurus (1 networks):",1,false,false,false,false,false
"axelar",0,true,false,false,false,true
"axelar (8 networks):",1,false,false,false,false,false
"badgerdao",0,true,false,false,true,true
"badgerdao (1 networks):",1,false,false,false,false,false
"balancer-forks",0,false,false,false,true,true
"balancer-forks (5 networks):",1,false,false,false,false,false
"bancor-v3",0,false,false,false,true,true
"bancor-v3 (1 networks):",1,false,false,false,false,false
"bedrock-unieth",0,true,false,false,false,true
"bedrock-unieth (1 networks):",1,false,false,false,false,false
"beefy-finance",0,false,false,false,false,true
"beefy-finance (13 networks):",1,false,false,false,false,false
"beethovenx-sftmx",0,false,false,false,false,true
"beethovenx-sftmx (1 networks):",1,false,false,false,false,false
"belt-finance",0,false,false,false,true,true
"belt-finance (1 networks):",1,false,false,false,false,false
"benqi-staked-avax",0,false,false,false,false,true
"benqi-staked-avax (1 networks):",1,false,false,false,false,false
"binance-staked-eth",0,false,false,false,false,true
"binance-staked-eth (2 networks):",1,false,false,false,false,false
"blackwing",0,false,false,false,false,true
"blackwing (3 networks):",1,false,false,false,false,false
"bob-fusion",0,false,false,false,false,true
"bob-fusion (1 networks):",1,false,false,false,false,false
"bracket-escrow-staking",0,false,false,false,false,true
"bracket-escrow-staking (2 networks):",1,false,false,false,false,false
"burrow (1 networks):",1,false,false,false,false,false
"cbridge",0,true,false,false,false,true
"cbridge (14 networks):",1,false,false,false,false,false
"chainlink-staking",0,false,false,false,true,true
"chainlink-staking (1 networks):",1,false,false,false,false,false
"coinbase-wrapped-staked-eth",0,false,false,false,false,true
"coinbase-wrapped-staked-eth (1 networks):",1,false,false,false,false,false
"compound-forks",1,false,false,false,true,true
"compound-forks (28 networks):",1,false,false,false,false,false
"compound-v3",4,false,false,false,true,true
"compound-v3 (4 networks):",1,false,false,false,false,false
"concentrator",1,false,false,false,false,true
"concentrator (1 networks):",1,false,false,false,false,false
"convex-finance",1,true,false,false,true,true
"convex-finance (1 networks):",1,false,false,false,false,false
"creth2",1,false,false,false,false,true
"creth2 (1 networks):",1,false,false,false,false,false
"cronos-dummy",1,false,false,true,false,false
"cronos-dummy (1 networks):",1,false,false,false,false,false
"cryptopunks",1,false,false,false,false,true
"cryptopunks (1 networks):",1,false,false,false,false,false
"curve-finance",10,false,false,false,true,true
"curve-finance (10 networks):",1,false,false,false,false,false
"cygnus-finance",1,false,false,false,false,true
"cygnus-finance (1 networks):",1,false,false,false,false,false
"deq",1,false,false,false,false,true
"deq (1 networks):",1,false,false,false,false,false
"dinero-pxeth",1,false,false,false,false,true
"dinero-pxeth (1 networks):",1,false,false,false,false,false
"dopex",2,false,false,false,false,true
"dopex (2 networks):",1,false,false,false,false,false
"eigenlayer",1,false,false,false,false,true
"eigenlayer (1 networks):",1,false,false,false,false,false
"eigenpie",1,false,false,false,false,true
"eigenpie (1 networks):",1,false,false,false,false,false
"ellipsis-finance",1,false,false,false,true,true
"ellipsis-finance (1 networks):",1,false,false,false,false,false
"erc20",6,false,true,false,true,true
"erc20 (6 networks):",1,false,false,false,false,false
"erc721-holders",1,false,false,false,false,true
"erc721-holders (1 networks):",1,false,false,false,false,false
"erc721-metadata",1,false,true,false,false,true
"erc721-metadata (1 networks):",1,false,false,false,false,false
"etherfi",1,true,false,false,true,true
"etherfi (1 networks):",1,false,false,false,false,false
"euler-finance",1,false,false,false,false,true
"euler-finance (1 networks):",1,false,false,false,false,false
"flat-money",1,false,false,false,false,true
"flat-money (1 networks):",1,false,false,false,false,false
"frax-ether-staking",7,false,false,false,false,true
"frax-ether-staking (7 networks):",1,false,false,false,false,false
"friend-tech",1,false,false,false,false,true
"friend-tech (1 networks):",1,false,false,false,false,false
"fx-protocol",1,false,false,false,false,true
"fx-protocol (1 networks):",1,false,false,false,false,false
"gains-trade",2,false,false,false,false,true
"gains-trade (2 networks):",1,false,false,false,false,false
"gamma-strategies",4,false,false,false,true,true
"gamma-strategies (4 networks):",1,false,false,false,false,false
"gaurda-staking",1,false,false,false,false,true
"gaurda-staking (1 networks):",1,false,false,false,false,false
"geode",1,false,false,false,false,true
"geode (1 networks):",1,false,false,false,false,false
"gmx-forks",5,false,false,false,true,true
"gmx-forks (5 networks):",1,false,false,false,false,false
"gogopool",1,false,false,false,false,true
"gogopool (1 networks):",1,false,false,false,false,false
"goldfinch",1,false,false,false,true,true
"goldfinch (1 networks):",1,false,false,false,false,false
"governor-alpha-bravo",19,false,false,false,false,true
"governor-alpha-bravo (19 networks):",1,false,false,false,false,false
"gudchain",1,false,false,false,false,true
"gudchain (1 networks):",1,false,false,false,false,false
"hop-protocol",6,false,false,false,false,true
"hop-protocol (6 networks):",1,false,false,false,false,false
"hord-fi",1,false,false,false,false,true
"hord-fi (1 networks):",1,false,false,false,false,false
"hyperlock-finance",1,false,false,false,false,true
"hyperlock-finance (1 networks):",1,false,false,false,false,false
"inception",1,false,false,false,false,true
"inception (1 networks):",1,false,false,false,false,false
"inverse-finance",1,false,false,false,true,true
"inverse-finance (1 networks):",1,false,false,false,false,false
"karak",3,false,false,false,true,true
"karak (3 networks):",1,false,false,false,false,false
"kelp-dao",1,false,false,false,false,true
"kelp-dao (1 networks):",1,false,false,false,false,false
"kernel-protocol",1,false,false,false,false,true
"kernel-protocol (1 networks):",1,false,false,false,false,false
"klimadao",1,false,false,false,false,true
"klimadao (1 networks):",1,false,false,false,false,false
"kwenta",1,false,false,false,true,true
"kwenta (1 networks):",1,false,false,false,false,false
"level-finance",2,false,false,false,false,true
"level-finance (2 networks):",1,false,false,false,false,false
"lido",1,false,false,false,false,true
"lido (1 networks):",1,false,false,false,false,false
"liquid-collective",1,false,false,false,false,true
"liquid-collective (1 networks):",1,false,false,false,false,false
"liquity",1,false,false,false,false,true
"liquity (1 networks):",1,false,false,false,false,false
"livepeer",1,false,false,false,false,true
"livepeer (1 networks):",1,false,false,false,false,false
"llama-airforce",1,false,false,false,false,true
"llama-airforce (1 networks):",1,false,false,false,false,false
"looksrare",1,false,false,false,false,true
"looksrare (1 networks):",1,false,false,false,false,false
"lybra-finance",1,false,false,false,false,true
"lybra-finance (1 networks):",1,false,false,false,false,false
"m0-power",1,false,false,false,false,true
"m0-power (1 networks):",1,false,false,false,false,false
"maker-governance",1,true,false,false,true,true
"maker-governance (1 networks):",1,false,false,false,false,false
"makerdao",1,false,false,false,true,true
"makerdao (1 networks):",1,false,false,false,false,false
"mantle-staked-eth",1,false,false,false,false,true
"mantle-staked-eth (1 networks):",1,false,false,false,false,false
"maple-finance-v1",1,true,false,false,true,true
"maple-finance-v1 (1 networks):",1,false,false,false,false,false
"maple-finance-v2",1,false,false,false,true,true
"maple-finance-v2 (1 networks):",1,false,false,false,false,false
"matrixdock",1,false,false,false,false,true
"matrixdock (1 networks):",1,false,false,false,false,false
"mellow-lrt",1,false,false,false,false,true
"mellow-lrt (1 networks):",1,false,false,false,false,false
"mev-protocol",1,false,false,false,false,true
"mev-protocol (1 networks):",1,false,false,false,false,false
"morpho",3,false,false,false,true,true
"morpho (3 networks):",1,false,false,false,false,false
"morpho-blue",1,true,false,false,true,true
"morpho-blue (1 networks):",1,false,false,false,false,false
"mountain-protocol",5,false,false,false,false,true
"mountain-protocol (5 networks):",1,false,false,false,false,false
"multichain",9,false,false,false,true,true
"multichain (9 networks):",1,false,false,false,false,false
"mux-protocol",5,false,false,false,false,true
"mux-protocol (5 networks):",1,false,false,false,false,false
"network",24,false,false,true,false,false
"network (24 networks):",1,false,false,false,false,false
"Network deployments by project:",1,false,false,false,false,false
"nexus-mutual",1,false,false,false,true,true
"nexus-mutual (1 networks):",1,false,false,false,false,false
"node-dao",1,false,false,false,false,true
"node-dao (1 networks):",1,false,false,false,false,false
"notional-finance",1,false,false,false,false,true
"notional-finance (1 networks):",1,false,false,false,false,false
"opensea",2,true,false,false,false,true
"opensea (2 networks):",1,false,false,false,false,false
"openzeppelin-governor",13,false,false,false,false,true
"openzeppelin-governor (13 networks):",1,false,false,false,false,false
"optimism-bridge-v2",2,false,false,false,true,true
"optimism-bridge-v2 (2 networks):",1,false,false,false,false,false
"opyn-gamma",4,false,false,false,true,true
"opyn-gamma (4 networks):",1,false,false,false,false,false
"ora-protocol",1,false,false,false,false,true
"ora-protocol (1 networks):",1,false,false,false,false,false
"orbit",6,false,false,false,false,true
"orbit (6 networks):",1,false,false,false,false,false
"origin-ether",1,false,false,false,false,true
"origin-ether (1 networks):",1,false,false,false,false,false
"osmosis-dex",1,false,false,false,false,false
"osmosis-dex (1 networks):",1,false,false,false,false,false
"paxos-gold",1,false,false,false,false,true
"paxos-gold (1 networks):",1,false,false,false,false,false
"platypus-finance",1,false,false,false,true,true
"platypus-finance (1 networks):",1,false,false,false,false,false
"portal",5,true,false,false,false,true
"portal (5 networks):",1,false,false,false,false,false
"powh3d",1,false,false,false,false,true
"powh3d (1 networks):",1,false,false,false,false,false
"prime-staked-eth",1,false,false,false,false,true
"prime-staked-eth (1 networks):",1,false,false,false,false,false
"project",0,true,true,true,true,true
"Projects with blockHandlers:",0,false,false,true,false,false
"Projects with blockHandlers: 2 / 171",0,false,false,true,false,false
"Projects with callHandlers:",0,true,false,false,false,false
"Projects with callHandlers: 19 / 171",0,true,false,false,false,false
"Projects with contract calls: 155 / 171",0,false,false,false,false,true
"Projects with dynamic contracts:",0,false,false,false,true,false
"Projects with dynamic contracts: 54 / 171",0,false,false,false,true,false
"Projects with IPFS integrations:",0,false,true,false,false,false
"Projects with IPFS integrations: 3 / 171",0,false,true,false,false,false
"Projects with network deployments: 159",1,false,false,false,false,false
"puffer-finance",1,true,false,false,false,true
"puffer-finance (1 networks):",1,false,false,false,false,false
"qidao",11,false,false,false,true,true
"qidao (11 networks):",1,false,false,false,false,false
"rari-vaults",1,false,false,false,false,true
"rari-vaults (1 networks):",1,false,false,false,false,false
"renzo",6,false,false,false,false,true
"renzo (6 networks):",1,false,false,false,false,false
"ribbon-finance",2,false,false,false,true,true
"ribbon-finance (2 networks):",1,false,false,false,false,false
"ring-few",1,false,false,false,true,true
"ring-few (1 networks):",1,false,false,false,false,false
"rocket-pool",1,true,false,false,true,true
"rocket-pool (1 networks):",1,false,false,false,false,false
"saddle-finance",4,false,false,false,true,true
"saddle-finance (4 networks):",1,false,false,false,false,false
"seaport",1,false,false,false,false,true
"seaport (1 networks):",1,false,false,false,false,false
"slisbnb",1,false,false,false,false,true
"slisbnb (1 networks):",1,false,false,false,false,false
"spiko",2,false,false,false,false,true
"spiko (2 networks):",1,false,false,false,false,false
"stader",1,false,false,false,false,true
"stader (1 networks):",1,false,false,false,false,false
"stake-link-liquid",1,false,false,false,false,true
"stake-link-liquid (1 networks):",1,false,false,false,false,false
"stakedao",1,true,false,false,true,true
"stakedao (1 networks):",1,false,false,false,false,false
"stakestone",1,true,false,false,false,true
"stakestone (1 networks):",1,false,false,false,false,false
"stakewise-v2",2,false,false,false,true,true
"stakewise-v2 (2 networks):",1,false,false,false,false,false
"stargate",9,false,false,false,true,true
"stargate (9 networks):",1,false,false,false,false,false
"stcelo",1,false,false,false,false,true
"stcelo (1 networks):",1,false,false,false,false,false
"stream-finance",1,false,false,false,false,true
"stream-finance (1 networks):",1,false,false,false,false,false
"Summary:",1,true,true,true,true,false
"superseed",1,false,false,false,false,true
"superseed (1 networks):",1,false,false,false,false,false
"suzaku",1,false,false,false,true,true
"suzaku (1 networks):",1,false,false,false,false,false
"swell-liquid-staking",1,false,false,false,false,true
"swell-liquid-staking (1 networks):",1,false,false,false,false,false
"symbiotic",1,false,false,false,true,true
"symbiotic (1 networks):",1,false,false,false,false,false
"tenderize-v2",2,false,false,false,true,true
"tenderize-v2 (2 networks):",1,false,false,false,false,false
"tensorplex",1,false,false,false,false,true
"tensorplex (1 networks):",1,false,false,false,false,false
"tether-gold",1,false,false,false,false,true
"tether-gold (1 networks):",1,false,false,false,false,false
"the-graph",2,false,false,false,false,true
"the-graph (2 networks):",1,false,false,false,false,false
"tokemak",1,true,false,false,true,true
"tokemak (1 networks):",1,false,false,false,false,false
"tornado-cash",2,false,false,false,false,true
"tornado-cash (2 networks):",1,false,false,false,false,false
"Total blockHandlers found: 6",0,false,false,true,false,false
"Total callHandlers found: 43",0,true,false,false,false,false
"Total contract calls found: 3851",0,false,false,false,false,true
"Total dynamic contracts found: 118",0,false,false,false,true,false
"Total IPFS integrations found: 5",0,false,true,false,false,false
"Total network deployments found: 495",1,false,false,false,false,false
"truefi",1,true,false,false,true,true
"truefi (1 networks):",1,false,false,false,false,false
"umami-finance",1,false,false,false,false,true
"umami-finance (1 networks):",1,false,false,false,false,false
"und-forks/protocols/tectonic/config/deployments/tectonic-cronos",1,false,false,false,false,false
"uniswap-forks",31,true,false,false,true,true
"uniswap-forks (31 networks):",1,false,false,false,false,false
"uniswap-forks-swap",5,false,false,false,true,true
"uniswap-forks-swap (5 networks):",1,false,false,false,false,false
"uniswap-v3-forks",20,false,false,false,true,true
"uniswap-v3-forks (20 networks):",1,false,false,false,false,false
"uniswap-v3-forks-swap",5,false,false,false,true,true
"uniswap-v3-forks-swap (5 networks):",1,false,false,false,false,false
"usual",1,false,false,false,false,true
"usual (1 networks):",1,false,false,false,false,false
"vaultka",1,false,false,false,false,true
"vaultka (1 networks):",1,false,false,false,false,false
"velodrome-finance",2,false,false,false,true,true
"velodrome-finance (2 networks):",1,false,false,false,false,false
"vesper-finance",1,false,false,false,true,true
"vesper-finance (1 networks):",1,false,false,false,false,false
"vesta-finance",1,false,false,false,true,true
"vesta-finance (1 networks):",1,false,false,false,false,false
"x2y2",1,false,false,false,false,true
"x2y2 (1 networks):",1,false,false,false,false,false
"yearn-v2",3,true,false,false,true,true
"yearn-v2 (3 networks):",1,false,false,false,false,false
"yeti-finance",1,false,false,false,false,true
"yeti-finance (1 networks):",1,false,false,false,false,false
"yieldnest",2,false,false,false,false,true
"yieldnest (2 networks):",1,false,false,false,false,false
"yieldyak-staked-avax",1,false,false,false,false,true
"yieldyak-staked-avax (1 networks):",1,false,false,false,false,false
"zircuit-staking",1,false,false,false,false,true
"zircuit-staking (1 networks):",1,false,false,false,false,false